County,County Code,Age Group,Population
"Fremont County, ID",16043,75-79 years,459
"Fremont County, ID",16043,80-84 years,267
"Fremont County, ID",16043,85+ years,202
"Gem County, ID",16045,0-4 years,1084
"Gem County, ID",16045,5-9 years,1234
"Gem County, ID",16045,10-14 years,1327
"Gem County, ID",16045,15-19 years,1155
"Gem County, ID",16045,20-24 years,923
"Gem County, ID",16045,25-29 years,966
"Gem County, ID",16045,30-34 years,1040
"Gem County, ID",16045,35-39 years,1127
"Gem County, ID",16045,40-44 years,1044
"Gem County, ID",16045,45-49 years,1027
"Gem County, ID",16045,50-54 years,1127
"Gem County, ID",16045,55-59 years,1406
"Gem County, ID",16045,60-64 years ,1534
"Gem County, ID",16045,65-69 years,1393
"Gem County, ID",16045,70-74 years,1163
"Gem County, ID",16045,75-79 years,834
"Gem County, ID",16045,80-84 years,474
"Gem County, ID",16045,85+ years,400
"Gooding County, ID",16047,0-4 years,1021
"Gooding County, ID",16047,5-9 years,1184
"Gooding County, ID",16047,10-14 years,1293
"Gooding County, ID",16047,15-19 years,1143
"Gooding County, ID",16047,20-24 years,889
"Gooding County, ID",16047,25-29 years,943
"Gooding County, ID",16047,30-34 years,905
"Gooding County, ID",16047,35-39 years,880
"Gooding County, ID",16047,40-44 years,933
"Gooding County, ID",16047,45-49 years,909
"Gooding County, ID",16047,50-54 years,869
"Gooding County, ID",16047,55-59 years,927
"Gooding County, ID",16047,60-64 years ,950
"Gooding County, ID",16047,65-69 years,911
"Gooding County, ID",16047,70-74 years,727
"Gooding County, ID",16047,75-79 years,523
"Gooding County, ID",16047,80-84 years,326
"Gooding County, ID",16047,85+ years,310
"Idaho County, ID",16049,0-4 years,780
"Idaho County, ID",16049,5-9 years,899
"Idaho County, ID",16049,10-14 years,993
"Idaho County, ID",16049,15-19 years,884
"Idaho County, ID",16049,20-24 years,785
"Idaho County, ID",16049,25-29 years,726
"Idaho County, ID",16049,30-34 years,708
"Idaho County, ID",16049,35-39 years,865
"Idaho County, ID",16049,40-44 years,809
"Idaho County, ID",16049,45-49 years,821
"Idaho County, ID",16049,50-54 years,865
"Idaho County, ID",16049,55-59 years,1206
"Idaho County, ID",16049,60-64 years ,1500
"Idaho County, ID",16049,65-69 years,1577
"Idaho County, ID",16049,70-74 years,1281
"Idaho County, ID",16049,75-79 years,871
"Idaho County, ID",16049,80-84 years,538
"Idaho County, ID",16049,85+ years,453
"Jefferson County, ID",16051,0-4 years,2402
"Jefferson County, ID",16051,5-9 years,2854
"Jefferson County, ID",16051,10-14 years,3289
"Jefferson County, ID",16051,15-19 years,2634
"Jefferson County, ID",16051,20-24 years,1781
"Jefferson County, ID",16051,25-29 years,1682
"Jefferson County, ID",16051,30-34 years,1853
"Jefferson County, ID",16051,35-39 years,2191
"Jefferson County, ID",16051,40-44 years,2174
"Jefferson County, ID",16051,45-49 years,1721
"Jefferson County, ID",16051,50-54 years,1506
"Jefferson County, ID",16051,55-59 years,1588
"Jefferson County, ID",16051,60-64 years ,1694
"Jefferson County, ID",16051,65-69 years,1381
"Jefferson County, ID",16051,70-74 years,1003
"Jefferson County, ID",16051,75-79 years,636
"Jefferson County, ID",16051,80-84 years,375
"Jefferson County, ID",16051,85+ years,291
"Jerome County, ID",16053,0-4 years,1827
"Jerome County, ID",16053,5-9 years,1975
"Jerome County, ID",16053,10-14 years,2281
"Jerome County, ID",16053,15-19 years,1878
"Jerome County, ID",16053,20-24 years,1398
"Jerome County, ID",16053,25-29 years,1528
"Jerome County, ID",16053,30-34 years,1654
"Jerome County, ID",16053,35-39 years,1626
"Jerome County, ID",16053,40-44 years,1492
"Jerome County, ID",16053,45-49 years,1324
"Jerome County, ID",16053,50-54 years,1323
"Jerome County, ID",16053,55-59 years,1399
"Jerome County, ID",16053,60-64 years ,1341
"Jerome County, ID",16053,65-69 years,1160
"Jerome County, ID",16053,70-74 years,791
"Jerome County, ID",16053,75-79 years,604
"Jerome County, ID",16053,80-84 years,348
"Jerome County, ID",16053,85+ years,273
"Kootenai County, ID",16055,0-4 years,9832
"Kootenai County, ID",16055,5-9 years,10899
"Kootenai County, ID",16055,10-14 years,11583
"Kootenai County, ID",16055,15-19 years,10511
"Kootenai County, ID",16055,20-24 years,8743
"Kootenai County, ID",16055,25-29 years,10675
"Kootenai County, ID",16055,30-34 years,11300
"Kootenai County, ID",16055,35-39 years,11205
"Kootenai County, ID",16055,40-44 years,10566
"Kootenai County, ID",16055,45-49 years,9984
"Kootenai County, ID",16055,50-54 years,10448
"Kootenai County, ID",16055,55-59 years,11553
"Kootenai County, ID",16055,60-64 years ,12039
"Kootenai County, ID",16055,65-69 years,11307
"Kootenai County, ID",16055,70-74 years,9493
"Kootenai County, ID",16055,75-79 years,6045
"Kootenai County, ID",16055,80-84 years,3601
"Kootenai County, ID",16055,85+ years,2862
"Latah County, ID",16057,0-4 years,2035
"Latah County, ID",16057,5-9 years,2025
"Latah County, ID",16057,10-14 years,2133
"Latah County, ID",16057,15-19 years,3543
"Latah County, ID",16057,20-24 years,6366
"Latah County, ID",16057,25-29 years,3240
"Latah County, ID",16057,30-34 years,2513
"Latah County, ID",16057,35-39 years,2310
"Latah County, ID",16057,40-44 years,2030
"Latah County, ID",16057,45-49 years,1850
"Latah County, ID",16057,50-54 years,1796
"Latah County, ID",16057,55-59 years,2053
"Latah County, ID",16057,60-64 years ,2015
"Latah County, ID",16057,65-69 years,2012
"Latah County, ID",16057,70-74 years,1524
"Latah County, ID",16057,75-79 years,989
"Latah County, ID",16057,80-84 years,578
"Latah County, ID",16057,85+ years,599
"Lemhi County, ID",16059,0-4 years,381
"Lemhi County, ID",16059,5-9 years,366
"Lemhi County, ID",16059,10-14 years,456
"Lemhi County, ID",16059,15-19 years,392
"Lemhi County, ID",16059,20-24 years,257
"Lemhi County, ID",16059,25-29 years,340
"Lemhi County, ID",16059,30-34 years,354
"Lemhi County, ID",16059,35-39 years,462
"Lemhi County, ID",16059,40-44 years,393
"Lemhi County, ID",16059,45-49 years,346
"Lemhi County, ID",16059,50-54 years,413
"Lemhi County, ID",16059,55-59 years,570
"Lemhi County, ID",16059,60-64 years ,733
"Lemhi County, ID",16059,65-69 years,787
"Lemhi County, ID",16059,70-74 years,693
"Lemhi County, ID",16059,75-79 years,486
"Lemhi County, ID",16059,80-84 years,255
"Lemhi County, ID",16059,85+ years,264
"Lewis County, ID",16061,0-4 years,173
"Lewis County, ID",16061,5-9 years,214
"Lewis County, ID",16061,10-14 years,249
"Lewis County, ID",16061,15-19 years,230
"Lewis County, ID",16061,20-24 years,124
"Lewis County, ID",16061,25-29 years,150
"Lewis County, ID",16061,30-34 years,152
"Lewis County, ID",16061,35-39 years,189
"Lewis County, ID",16061,40-44 years,176
"Lewis County, ID",16061,45-49 years,154
"Lewis County, ID",16061,50-54 years,186
"Lewis County, ID",16061,55-59 years,241
"Lewis County, ID",16061,60-64 years ,316
"Lewis County, ID",16061,65-69 years,304
"Lewis County, ID",16061,70-74 years,271
"Lewis County, ID",16061,75-79 years,184
"Lewis County, ID",16061,80-84 years,126
"Lewis County, ID",16061,85+ years,92
"Lincoln County, ID",16063,0-4 years,323
"Lincoln County, ID",16063,5-9 years,363
"Lincoln County, ID",16063,10-14 years,437
"Lincoln County, ID",16063,15-19 years,412
"Lincoln County, ID",16063,20-24 years,306
"Lincoln County, ID",16063,25-29 years,320
"Lincoln County, ID",16063,30-34 years,295
"Lincoln County, ID",16063,35-39 years,313
"Lincoln County, ID",16063,40-44 years,373
"Lincoln County, ID",16063,45-49 years,303
"Lincoln County, ID",16063,50-54 years,262
"Lincoln County, ID",16063,55-59 years,353
"Lincoln County, ID",16063,60-64 years ,306
"Lincoln County, ID",16063,65-69 years,279
"Lincoln County, ID",16063,70-74 years,208
"Lincoln County, ID",16063,75-79 years,127
"Lincoln County, ID",16063,80-84 years,81
"Lincoln County, ID",16063,85+ years,72
"Madison County, ID",16065,0-4 years,4944
"Madison County, ID",16065,5-9 years,3326
"Madison County, ID",16065,10-14 years,3610
"Madison County, ID",16065,15-19 years,6169
"Madison County, ID",16065,20-24 years,12113
"Madison County, ID",16065,25-29 years,5584
"Madison County, ID",16065,30-34 years,2448
"Madison County, ID",16065,35-39 years,2102
"Madison County, ID",16065,40-44 years,2058
"Madison County, ID",16065,45-49 years,1786
"Madison County, ID",16065,50-54 years,1510
"Madison County, ID",16065,55-59 years,1655
"Madison County, ID",16065,60-64 years ,1623
"Madison County, ID",16065,65-69 years,1341
"Madison County, ID",16065,70-74 years,1018
"Madison County, ID",16065,75-79 years,729
"Madison County, ID",16065,80-84 years,465
"Madison County, ID",16065,85+ years,395
"Minidoka County, ID",16067,0-4 years,1595
"Minidoka County, ID",16067,5-9 years,1795
"Minidoka County, ID",16067,10-14 years,1886
"Minidoka County, ID",16067,15-19 years,1537
"Minidoka County, ID",16067,20-24 years,1299
"Minidoka County, ID",16067,25-29 years,1464
"Minidoka County, ID",16067,30-34 years,1319
"Minidoka County, ID",16067,35-39 years,1291
"Minidoka County, ID",16067,40-44 years,1236
"Minidoka County, ID",16067,45-49 years,1105
"Minidoka County, ID",16067,50-54 years,1149
"Minidoka County, ID",16067,55-59 years,1253
"Minidoka County, ID",16067,60-64 years ,1306
"Minidoka County, ID",16067,65-69 years,1063
"Minidoka County, ID",16067,70-74 years,896
"Minidoka County, ID",16067,75-79 years,645
"Minidoka County, ID",16067,80-84 years,427
"Minidoka County, ID",16067,85+ years,408
"Nez Perce County, ID",16069,0-4 years,2377
"Nez Perce County, ID",16069,5-9 years,2592
"Nez Perce County, ID",16069,10-14 years,2534
"Nez Perce County, ID",16069,15-19 years,2544
"Nez Perce County, ID",16069,20-24 years,2476
"Nez Perce County, ID",16069,25-29 years,2689
"Nez Perce County, ID",16069,30-34 years,2758
"Nez Perce County, ID",16069,35-39 years,2566
"Nez Perce County, ID",16069,40-44 years,2375
"Nez Perce County, ID",16069,45-49 years,2397
"Nez Perce County, ID",16069,50-54 years,2523
"Nez Perce County, ID",16069,55-59 years,2768
"Nez Perce County, ID",16069,60-64 years ,2985
"Nez Perce County, ID",16069,65-69 years,2618
"Nez Perce County, ID",16069,70-74 years,2222
"Nez Perce County, ID",16069,75-79 years,1552
"Nez Perce County, ID",16069,80-84 years,1031
"Nez Perce County, ID",16069,85+ years,1081
"Oneida County, ID",16071,0-4 years,294
"Oneida County, ID",16071,5-9 years,323
"Oneida County, ID",16071,10-14 years,402
"Oneida County, ID",16071,15-19 years,338
"Oneida County, ID",16071,20-24 years,215
"Oneida County, ID",16071,25-29 years,211
"Oneida County, ID",16071,30-34 years,203
"Oneida County, ID",16071,35-39 years,273
"Oneida County, ID",16071,40-44 years,282
"Oneida County, ID",16071,45-49 years,240
"Oneida County, ID",16071,50-54 years,232
"Oneida County, ID",16071,55-59 years,281
"Oneida County, ID",16071,60-64 years ,343
"Oneida County, ID",16071,65-69 years,280
"Oneida County, ID",16071,70-74 years,241
"Oneida County, ID",16071,75-79 years,169
"Oneida County, ID",16071,80-84 years,117
"Oneida County, ID",16071,85+ years,110
"Owyhee County, ID",16073,0-4 years,743
"Owyhee County, ID",16073,5-9 years,789
