County,County Code,Age Group,Population
"Harding County, NM",35021,50-54 years,27
"Harding County, NM",35021,55-59 years,61
"Harding County, NM",35021,60-64 years ,60
"Harding County, NM",35021,65-69 years,89
"Harding County, NM",35021,70-74 years,64
"Harding County, NM",35021,75-79 years,35
"Harding County, NM",35021,80-84 years,27
"Harding County, NM",35021,85+ years,56
"Hidalgo County, NM",35023,0-4 years,239
"Hidalgo County, NM",35023,5-9 years,243
"Hidalgo County, NM",35023,10-14 years,290
"Hidalgo County, NM",35023,15-19 years,240
"Hidalgo County, NM",35023,20-24 years,231
"Hidalgo County, NM",35023,25-29 years,242
"Hidalgo County, NM",35023,30-34 years,228
"Hidalgo County, NM",35023,35-39 years,240
"Hidalgo County, NM",35023,40-44 years,184
"Hidalgo County, NM",35023,45-49 years,194
"Hidalgo County, NM",35023,50-54 years,277
"Hidalgo County, NM",35023,55-59 years,314
"Hidalgo County, NM",35023,60-64 years ,276
"Hidalgo County, NM",35023,65-69 years,274
"Hidalgo County, NM",35023,70-74 years,268
"Hidalgo County, NM",35023,75-79 years,176
"Hidalgo County, NM",35023,80-84 years,121
"Hidalgo County, NM",35023,85+ years,112
"Lea County, NM",35025,0-4 years,5910
"Lea County, NM",35025,5-9 years,6189
"Lea County, NM",35025,10-14 years,6846
"Lea County, NM",35025,15-19 years,5909
"Lea County, NM",35025,20-24 years,5160
"Lea County, NM",35025,25-29 years,5320
"Lea County, NM",35025,30-34 years,5271
"Lea County, NM",35025,35-39 years,5375
"Lea County, NM",35025,40-44 years,4648
"Lea County, NM",35025,45-49 years,4108
"Lea County, NM",35025,50-54 years,3913
"Lea County, NM",35025,55-59 years,4014
"Lea County, NM",35025,60-64 years ,3747
"Lea County, NM",35025,65-69 years,2842
"Lea County, NM",35025,70-74 years,2102
"Lea County, NM",35025,75-79 years,1357
"Lea County, NM",35025,80-84 years,963
"Lea County, NM",35025,85+ years,912
"Lincoln County, NM",35027,0-4 years,927
"Lincoln County, NM",35027,5-9 years,1010
"Lincoln County, NM",35027,10-14 years,1104
"Lincoln County, NM",35027,15-19 years,1081
"Lincoln County, NM",35027,20-24 years,812
"Lincoln County, NM",35027,25-29 years,872
"Lincoln County, NM",35027,30-34 years,956
"Lincoln County, NM",35027,35-39 years,1116
"Lincoln County, NM",35027,40-44 years,936
"Lincoln County, NM",35027,45-49 years,953
"Lincoln County, NM",35027,50-54 years,1075
"Lincoln County, NM",35027,55-59 years,1587
"Lincoln County, NM",35027,60-64 years ,1836
"Lincoln County, NM",35027,65-69 years,1882
"Lincoln County, NM",35027,70-74 years,1753
"Lincoln County, NM",35027,75-79 years,1162
"Lincoln County, NM",35027,80-84 years,705
"Lincoln County, NM",35027,85+ years,529
"Los Alamos County, NM",35028,0-4 years,984
"Los Alamos County, NM",35028,5-9 years,1160
"Los Alamos County, NM",35028,10-14 years,1323
"Los Alamos County, NM",35028,15-19 years,1221
"Los Alamos County, NM",35028,20-24 years,903
"Los Alamos County, NM",35028,25-29 years,1156
"Los Alamos County, NM",35028,30-34 years,1424
"Los Alamos County, NM",35028,35-39 years,1394
"Los Alamos County, NM",35028,40-44 years,1192
"Los Alamos County, NM",35028,45-49 years,1179
"Los Alamos County, NM",35028,50-54 years,1260
"Los Alamos County, NM",35028,55-59 years,1461
"Los Alamos County, NM",35028,60-64 years ,1298
"Los Alamos County, NM",35028,65-69 years,1135
"Los Alamos County, NM",35028,70-74 years,871
"Los Alamos County, NM",35028,75-79 years,654
"Los Alamos County, NM",35028,80-84 years,404
"Los Alamos County, NM",35028,85+ years,405
"Luna County, NM",35029,0-4 years,1908
"Luna County, NM",35029,5-9 years,1846
"Luna County, NM",35029,10-14 years,1881
"Luna County, NM",35029,15-19 years,1759
"Luna County, NM",35029,20-24 years,1586
"Luna County, NM",35029,25-29 years,1661
"Luna County, NM",35029,30-34 years,1473
"Luna County, NM",35029,35-39 years,1429
"Luna County, NM",35029,40-44 years,1248
"Luna County, NM",35029,45-49 years,1220
"Luna County, NM",35029,50-54 years,1315
"Luna County, NM",35029,55-59 years,1470
"Luna County, NM",35029,60-64 years ,1465
"Luna County, NM",35029,65-69 years,1387
"Luna County, NM",35029,70-74 years,1448
"Luna County, NM",35029,75-79 years,1094
"Luna County, NM",35029,80-84 years,708
"Luna County, NM",35029,85+ years,522
"McKinley County, NM",35031,0-4 years,4584
"McKinley County, NM",35031,5-9 years,6075
"McKinley County, NM",35031,10-14 years,6324
"McKinley County, NM",35031,15-19 years,5676
"McKinley County, NM",35031,20-24 years,4580
"McKinley County, NM",35031,25-29 years,5380
"McKinley County, NM",35031,30-34 years,5404
"McKinley County, NM",35031,35-39 years,4630
"McKinley County, NM",35031,40-44 years,4276
"McKinley County, NM",35031,45-49 years,3943
"McKinley County, NM",35031,50-54 years,3948
"McKinley County, NM",35031,55-59 years,4401
"McKinley County, NM",35031,60-64 years ,4050
"McKinley County, NM",35031,65-69 years,3369
"McKinley County, NM",35031,70-74 years,2440
"McKinley County, NM",35031,75-79 years,1592
"McKinley County, NM",35031,80-84 years,1057
"McKinley County, NM",35031,85+ years,901
"Mora County, NM",35033,0-4 years,186
"Mora County, NM",35033,5-9 years,201
"Mora County, NM",35033,10-14 years,193
"Mora County, NM",35033,15-19 years,230
"Mora County, NM",35033,20-24 years,199
"Mora County, NM",35033,25-29 years,198
"Mora County, NM",35033,30-34 years,177
"Mora County, NM",35033,35-39 years,222
"Mora County, NM",35033,40-44 years,215
"Mora County, NM",35033,45-49 years,194
"Mora County, NM",35033,50-54 years,265
"Mora County, NM",35033,55-59 years,325
"Mora County, NM",35033,60-64 years ,368
"Mora County, NM",35033,65-69 years,393
"Mora County, NM",35033,70-74 years,331
"Mora County, NM",35033,75-79 years,203
"Mora County, NM",35033,80-84 years,149
"Mora County, NM",35033,85+ years,135
"Otero County, NM",35035,0-4 years,4379
"Otero County, NM",35035,5-9 years,4212
"Otero County, NM",35035,10-14 years,4396
"Otero County, NM",35035,15-19 years,4158
"Otero County, NM",35035,20-24 years,5301
"Otero County, NM",35035,25-29 years,5368
"Otero County, NM",35035,30-34 years,4956
"Otero County, NM",35035,35-39 years,4410
"Otero County, NM",35035,40-44 years,3712
"Otero County, NM",35035,45-49 years,3364
"Otero County, NM",35035,50-54 years,3376
"Otero County, NM",35035,55-59 years,4156
"Otero County, NM",35035,60-64 years ,4349
"Otero County, NM",35035,65-69 years,3652
"Otero County, NM",35035,70-74 years,3141
"Otero County, NM",35035,75-79 years,2064
"Otero County, NM",35035,80-84 years,1548
"Otero County, NM",35035,85+ years,1319
"Quay County, NM",35037,0-4 years,488
"Quay County, NM",35037,5-9 years,508
"Quay County, NM",35037,10-14 years,541
"Quay County, NM",35037,15-19 years,523
"Quay County, NM",35037,20-24 years,386
"Quay County, NM",35037,25-29 years,448
"Quay County, NM",35037,30-34 years,440
"Quay County, NM",35037,35-39 years,466
"Quay County, NM",35037,40-44 years,430
"Quay County, NM",35037,45-49 years,418
"Quay County, NM",35037,50-54 years,528
"Quay County, NM",35037,55-59 years,626
"Quay County, NM",35037,60-64 years ,658
"Quay County, NM",35037,65-69 years,689
"Quay County, NM",35037,70-74 years,625
"Quay County, NM",35037,75-79 years,450
"Quay County, NM",35037,80-84 years,268
"Quay County, NM",35037,85+ years,229
"Rio Arriba County, NM",35039,0-4 years,2256
"Rio Arriba County, NM",35039,5-9 years,2736
"Rio Arriba County, NM",35039,10-14 years,2682
"Rio Arriba County, NM",35039,15-19 years,2579
"Rio Arriba County, NM",35039,20-24 years,2185
"Rio Arriba County, NM",35039,25-29 years,2259
"Rio Arriba County, NM",35039,30-34 years,2381
"Rio Arriba County, NM",35039,35-39 years,2235
"Rio Arriba County, NM",35039,40-44 years,2253
"Rio Arriba County, NM",35039,45-49 years,2301
"Rio Arriba County, NM",35039,50-54 years,2397
"Rio Arriba County, NM",35039,55-59 years,2843
"Rio Arriba County, NM",35039,60-64 years ,3008
"Rio Arriba County, NM",35039,65-69 years,2668
"Rio Arriba County, NM",35039,70-74 years,2179
"Rio Arriba County, NM",35039,75-79 years,1441
"Rio Arriba County, NM",35039,80-84 years,993
"Rio Arriba County, NM",35039,85+ years,868
"Roosevelt County, NM",35041,0-4 years,1257
"Roosevelt County, NM",35041,5-9 years,1258
"Roosevelt County, NM",35041,10-14 years,1355
"Roosevelt County, NM",35041,15-19 years,1699
"Roosevelt County, NM",35041,20-24 years,2348
"Roosevelt County, NM",35041,25-29 years,1404
"Roosevelt County, NM",35041,30-34 years,1109
"Roosevelt County, NM",35041,35-39 years,1066
"Roosevelt County, NM",35041,40-44 years,978
"Roosevelt County, NM",35041,45-49 years,963
"Roosevelt County, NM",35041,50-54 years,931
"Roosevelt County, NM",35041,55-59 years,936
"Roosevelt County, NM",35041,60-64 years ,1006
"Roosevelt County, NM",35041,65-69 years,862
"Roosevelt County, NM",35041,70-74 years,730
"Roosevelt County, NM",35041,75-79 years,521
"Roosevelt County, NM",35041,80-84 years,352
"Roosevelt County, NM",35041,85+ years,343
"Sandoval County, NM",35043,0-4 years,7713
"Sandoval County, NM",35043,5-9 years,9322
"Sandoval County, NM",35043,10-14 years,10689
"Sandoval County, NM",35043,15-19 years,9914
"Sandoval County, NM",35043,20-24 years,7899
"Sandoval County, NM",35043,25-29 years,8510
"Sandoval County, NM",35043,30-34 years,9569
"Sandoval County, NM",35043,35-39 years,10164
"Sandoval County, NM",35043,40-44 years,9316
"Sandoval County, NM",35043,45-49 years,9233
"Sandoval County, NM",35043,50-54 years,8864
"Sandoval County, NM",35043,55-59 years,10121
"Sandoval County, NM",35043,60-64 years ,10159
"Sandoval County, NM",35043,65-69 years,9595
"Sandoval County, NM",35043,70-74 years,8010
"Sandoval County, NM",35043,75-79 years,5098
"Sandoval County, NM",35043,80-84 years,2767
"Sandoval County, NM",35043,85+ years,2275
"San Juan County, NM",35045,0-4 years,7337
"San Juan County, NM",35045,5-9 years,8685
"San Juan County, NM",35045,10-14 years,9785
"San Juan County, NM",35045,15-19 years,8916
"San Juan County, NM",35045,20-24 years,7079
"San Juan County, NM",35045,25-29 years,7902
"San Juan County, NM",35045,30-34 years,8169
"San Juan County, NM",35045,35-39 years,8283
"San Juan County, NM",35045,40-44 years,7545
"San Juan County, NM",35045,45-49 years,6600
"San Juan County, NM",35045,50-54 years,6512
"San Juan County, NM",35045,55-59 years,7753
"San Juan County, NM",35045,60-64 years ,7927
"San Juan County, NM",35045,65-69 years,6574
"San Juan County, NM",35045,70-74 years,4982
"San Juan County, NM",35045,75-79 years,3218
"San Juan County, NM",35045,80-84 years,2151
"San Juan County, NM",35045,85+ years,2011
"San Miguel County, NM",35047,0-4 years,1181
"San Miguel County, NM",35047,5-9 years,1319
"San Miguel County, NM",35047,10-14 years,1305
"San Miguel County, NM",35047,15-19 years,1853
"San Miguel County, NM",35047,20-24 years,1705
"San Miguel County, NM",35047,25-29 years,1670
"San Miguel County, NM",35047,30-34 years,1498
"San Miguel County, NM",35047,35-39 years,1490
"San Miguel County, NM",35047,40-44 years,1431
"San Miguel County, NM",35047,45-49 years,1565
"San Miguel County, NM",35047,50-54 years,1565
"San Miguel County, NM",35047,55-59 years,2151
"San Miguel County, NM",35047,60-64 years ,2149
"San Miguel County, NM",35047,65-69 years,1991
"San Miguel County, NM",35047,70-74 years,1771
"San Miguel County, NM",35047,75-79 years,1183
"San Miguel County, NM",35047,80-84 years,747
"San Miguel County, NM",35047,85+ years,541
"Santa Fe County, NM",35049,0-4 years,6154
"Santa Fe County, NM",35049,5-9 years,7049
"Santa Fe County, NM",35049,10-14 years,8599
"Santa Fe County, NM",35049,15-19 years,8404
"Santa Fe County, NM",35049,20-24 years,7768
"Santa Fe County, NM",35049,25-29 years,8292
"Santa Fe County, NM",35049,30-34 years,8761
"Santa Fe County, NM",35049,35-39 years,9235
"Santa Fe County, NM",35049,40-44 years,8792
"Santa Fe County, NM",35049,45-49 years,8925
"Santa Fe County, NM",35049,50-54 years,9640
"Santa Fe County, NM",35049,55-59 years,11228
"Santa Fe County, NM",35049,60-64 years ,12338
"Santa Fe County, NM",35049,65-69 years,13186
"Santa Fe County, NM",35049,70-74 years,12089
"Santa Fe County, NM",35049,75-79 years,7342
"Santa Fe County, NM",35049,80-84 years,3922
"Santa Fe County, NM",35049,85+ years,3253
"Sierra County, NM",35051,0-4 years,509
"Sierra County, NM",35051,5-9 years,518
"Sierra County, NM",35051,10-14 years,526
"Sierra County, NM",35051,15-19 years,458
"Sierra County, NM",35051,20-24 years,427
"Sierra County, NM",35051,25-29 years,493
"Sierra County, NM",35051,30-34 years,491
"Sierra County, NM",35051,35-39 years,477
"Sierra County, NM",35051,40-44 years,456
"Sierra County, NM",35051,45-49 years,514
"Sierra County, NM",35051,50-54 years,632
"Sierra County, NM",35051,55-59 years,793
"Sierra County, NM",35051,60-64 years ,967
"Sierra County, NM",35051,65-69 years,1166
"Sierra County, NM",35051,70-74 years,1193
"Sierra County, NM",35051,75-79 years,853
"Sierra County, NM",35051,80-84 years,576
"Sierra County, NM",35051,85+ years,477
"Socorro County, NM",35053,0-4 years,966
"Socorro County, NM",35053,5-9 years,1025
"Socorro County, NM",35053,10-14 years,1096
"Socorro County, NM",35053,15-19 years,1275
"Socorro County, NM",35053,20-24 years,1181
"Socorro County, NM",35053,25-29 years,953
"Socorro County, NM",35053,30-34 years,928
"Socorro County, NM",35053,35-39 years,891
"Socorro County, NM",35053,40-44 years,869
"Socorro County, NM",35053,45-49 years,852
"Socorro County, NM",35053,50-54 years,923
"Socorro County, NM",35053,55-59 years,1124
"Socorro County, NM",35053,60-64 years ,1154
"Socorro County, NM",35053,65-69 years,1080
"Socorro County, NM",35053,70-74 years,916
"Socorro County, NM",35053,75-79 years,622
"Socorro County, NM",35053,80-84 years,400
"Socorro County, NM",35053,85+ years,310
"Taos County, NM",35055,0-4 years,1430
"Taos County, NM",35055,5-9 years,1578
"Taos County, NM",35055,10-14 years,1804
"Taos County, NM",35055,15-19 years,1812
"Taos County, NM",35055,20-24 years,1538
"Taos County, NM",35055,25-29 years,1643
"Taos County, NM",35055,30-34 years,1760
"Taos County, NM",35055,35-39 years,1888
"Taos County, NM",35055,40-44 years,1943
"Taos County, NM",35055,45-49 years,1865
"Taos County, NM",35055,50-54 years,2141
"Taos County, NM",35055,55-59 years,2576
"Taos County, NM",35055,60-64 years ,2810
"Taos County, NM",35055,65-69 years,3111
"Taos County, NM",35055,70-74 years,2774
"Taos County, NM",35055,75-79 years,1745
"Taos County, NM",35055,80-84 years,1085
"Taos County, NM",35055,85+ years,889
"Torrance County, NM",35057,0-4 years,802
"Torrance County, NM",35057,5-9 years,814
"Torrance County, NM",35057,10-14 years,941
"Torrance County, NM",35057,15-19 years,959
"Torrance County, NM",35057,20-24 years,835
"Torrance County, NM",35057,25-29 years,904
"Torrance County, NM",35057,30-34 years,837
"Torrance County, NM",35057,35-39 years,900
"Torrance County, NM",35057,40-44 years,853
"Torrance County, NM",35057,45-49 years,851
"Torrance County, NM",35057,50-54 years,875
"Torrance County, NM",35057,55-59 years,1094
"Torrance County, NM",35057,60-64 years ,1154
"Torrance County, NM",35057,65-69 years,1128
"Torrance County, NM",35057,70-74 years,941
"Torrance County, NM",35057,75-79 years,556
"Torrance County, NM",35057,80-84 years,348
"Torrance County, NM",35057,85+ years,259
"Union County, NM",35059,0-4 years,212
"Union County, NM",35059,5-9 years,218
"Union County, NM",35059,10-14 years,238
"Union County, NM",35059,15-19 years,210
"Union County, NM",35059,20-24 years,218
"Union County, NM",35059,25-29 years,302
"Union County, NM",35059,30-34 years,280
"Union County, NM",35059,35-39 years,279
"Union County, NM",35059,40-44 years,267
"Union County, NM",35059,45-49 years,235
"Union County, NM",35059,50-54 years,218
"Union County, NM",35059,55-59 years,235
"Union County, NM",35059,60-64 years ,286
"Union County, NM",35059,65-69 years,263
"Union County, NM",35059,70-74 years,213
"Union County, NM",35059,75-79 years,167
"Union County, NM",35059,80-84 years,109
"Union County, NM",35059,85+ years,117
"Valencia County, NM",35061,0-4 years,4215
"Valencia County, NM",35061,5-9 years,4816
"Valencia County, NM",35061,10-14 years,5639
"Valencia County, NM",35061,15-19 years,5083
"Valencia County, NM",35061,20-24 years,4673
"Valencia County, NM",35061,25-29 years,4744
"Valencia County, NM",35061,30-34 years,4744
"Valencia County, NM",35061,35-39 years,4829
"Valencia County, NM",35061,40-44 years,4357
"Valencia County, NM",35061,45-49 years,4370
"Valencia County, NM",35061,50-54 years,4641
"Valencia County, NM",35061,55-59 years,5213
"Valencia County, NM",35061,60-64 years ,5149
"Valencia County, NM",35061,65-69 years,4645
"Valencia County, NM",35061,70-74 years,3926
"Valencia County, NM",35061,75-79 years,2545
"Valencia County, NM",35061,80-84 years,1522
"Valencia County, NM",35061,85+ years,1218
